License No,Store Name,Store Address,Town Name,Location
2.3252E+12,M/S Al-Hudabia International,"R-47 View Housing Society Model Town Ext, Lahore.",GULBERG TOWN,"31.474811347277107,74.33282266175512"
2.4192E+11,"M/S Ghazi Brothers,","4-A Ahmed Block, Near Garden Town Lahore.",GULBERG TOWN,"31.510739287555836,74.31950718262371"
248404911,"M/S.Fine Medical Store,","Model Colony,Gulberg Lahore.",GULBERG TOWN,"31.49885205812632,74.34875728354598"
253504911,M/S.Five Star Medical Store,", Model Town,Lahore.",GULBERG TOWN,"31.481802029111456,74.31166541630414"
25840491011,"M/S.Umer Medicine Company,","78,Allama Iqbal Road,Ghari Shahu,Lahore.",GULBERG TOWN,"31.5612457,74.3472967"
26140491011,"M/S.Z.M.Pharmacy Store,","Ali Block,Garden Town,Lahore.",GULBERG TOWN,"31.501458,74.3293128"
263604911,M/S.Bismillah Medical and General Store,",Makka Bazar,Liqatabad,Kot Lakhpat,Lahore.",GULBERG TOWN,"31.46336970399752,74.33236708519176"
264104911,M/S.United Chemikst,"Dilkusha Park,Opp:S-Block,Model Town Ext.Lahore.",GULBERG TOWN,"31.470836345326912,74.33210740504887"
2655041011,"M/S.Tarobina Corporation,","226-Ahmed B lock,New Garden Town,Lahore.",GULBERG TOWN,"31.501846225935825,74.31689320530224"
270204911,"M/S.Ali Medicose,","Tariq Market,Mariyam Block-K,Model Town,Lahore.",GULBERG TOWN,"31.4913788,74.3115148"
270904911,"M/S.Mother Care Medical Store,","16-Mumtaz Street Ghari Shahu,Lahore.",GULBERG TOWN,"31.574225338611804,74.34825923424049"
273004911,"M/S.Afaq Medical Store,","C-Block, Model Town,Lahore.",GULBERG TOWN,"31.49315417925513,74.32741025621566"
274904911,M/S.Al-Umer Pharmacy and G.Store,",Main Bazar,Makkah Colony,Lahore.",GULBERG TOWN,"31.4977753,74.3584288"
277604911,"M/S.Hazrat Fazal Shah Medical Store,","Chowk Habibullah Gharhi Shahu,Lahore.",GULBERG TOWN,"31.55822031767938,74.34278161413604"
28462004911,"M/s, Anum Pharmacy,","2-B, Gulberg, Lahore.",GULBERG TOWN,"31.51265403005774,74.34435683501637"
2.8812E+11,"M/s, S.K, Distributors,","GroundFloor 234-R, Model Town, Lahore.",GULBERG TOWN,"31.474693226627064,74.33320313416867"
2.9892E+11,"M/S Haque Traders,","Guround Floor, 225-Ahmad Block New Garden Town, Lahore",GULBERG TOWN,"31.505047479720655,74.3161696244624"
310504911,M/S Hayat Medical and General Store,", 86-E, Habib Ullah Road, Ghari Shahu, Lahore",GULBERG TOWN,"31.560684936672413,74.3483423617039"
311204911,"M/S Usman Medical Store,","Main Bazar, Karamanwala Near Mukhtar Electric Store Opp: Railway Station Kot Lakhpat, Lahore",GULBERG TOWN,"31.460470581785106,74.33569221032701"
311404911,M/S Shafique and Sons Medical and General Store,", Sher Pao Pull Ghaus Azam Colony, Gulberg-II, Lahore",GULBERG TOWN,"31.5312474,74.3633243"
314905911,"M/S Hamad Medical Store,","Shop No.1,Gopal Nagar, Gulberg-III, Lahore",GULBERG TOWN,"31.48883980631896,74.34422128862762"
315105911,"M/S Sadlya Sagaf Medical and General Store,","Habibullah Road, Near Grammer School, Lahore",GULBERG TOWN,"31.558353647256112,74.34409598286311"
316405911,"M/S D-Watson,","Shan Areade Civic Center, New Graden Town, Lahore",GULBERG TOWN,"31.5012362,74.3232889"
3.2162E+11,"M/S Dermagen Pharma Pakistan Pvt, Ltd",", 207-D/2, Upper Floor Model Town Lahore",GULBERG TOWN,"31.490536683127416,74.31836107572269"
32302005911,"M/S Fatima Medical and General Store,",Ayub Road Kot Lakhpat Lahore.,GULBERG TOWN,"31.465017401788174,74.33738878401073"
3.2482E+11,M/S Pharma Cell,"Apartment No.20 2nd Floor Green Wood Wood Market Civic Centre New Garden Town, Lahore.",GULBERG TOWN,"31.500240407181327,74.32237421221504"
3.2802E+11,M/S Shamco Traders,"174-A, Block New Garden Town, Lahore.",GULBERG TOWN,"31.5058032834726,74.3188866316897"
32982005911,"M/S Sardar Medical Store,","Shop No.156 Roohi Nala Near Q Block, Model Town, Lahore.",GULBERG TOWN,"31.468918348516695,74.32956255640353"
33052005911,"M/S Al-Karim Pharmacy,","Shop No.9 B Block Model Town, Lahore.",GULBERG TOWN,"31.493358121644857,74.32822352649762"
33112005911,"M/S New Shifa Medical Store,","96 Allama Iqbal Road, Lahore",GULBERG TOWN,"31.55911285409048,74.35111681197981"
33132005911,M/S Goodwill Pharma,"Main Bazar Opp, Street No.2, Near Ara Chaman Din Macca Colony Gulberg-III Lahore.",GULBERG TOWN,"31.49909341079018,74.35668541376566"
33842005911,"M/S Bismillah Medical and General Store,",339 B Kotha Pind Main Bazar Faisal Town Lahore.,GULBERG TOWN,"31.4789905,74.3079166"
33862005911,Quik Chek Pharmacy,"Inside Quik Chek Departmental Store, 33 Civic Centre Garden Town, Lahre",GULBERG TOWN,"31.4996339,74.3184661"
3.4202E+11,M/S Ascon Pharmaceuticals,"98/8-B, Upper Floor Babar Block new Garden Town Lahore",GULBERG TOWN,"31.5027793,74.3292934"
34472005911,"M/S Malik Medical Store,",Najaf Bazar Kot Lakhpat Lahore,GULBERG TOWN,"31.465764567869766,74.33345630685062"
34832005911,"M/S Libra Medical Store,","92 Allama Iqbal Road, Lahore",GULBERG TOWN,"31.55928932705485,74.34996369611325"
34992005911,"M/S. Medicine Corner,","98-Amar Market,Ata Turk Block New Garden Town,Lahore.",GULBERG TOWN,"31.4945284,74.3183844"
353705911,"M/S.Rauf Pharmacy,","Wazir Ali Road,Upper Mall Lahore.",GULBERG TOWN,"31.54148506374715,74.35854675645744"
355705911,M/S.New Mumtaz Chemist,"(Market),14-C,Block,Model Town,Lahore.",GULBERG TOWN,"31.49317805913831,74.32760647716755"
356805911,"M/S.M.Hanif Sons,","45-Nichlloson Road,Bohar Wala Chowk,Near Railway Station,Lahore.",GULBERG TOWN,"31.5727177,74.3367001"
36370591011,"M/s, Hafiz Brothers Medicine Co,","Mumtaz Street near Crown Arcade Habibullah Road Gharhi Shahu, Lahore.",GULBERG TOWN,"31.5640911,74.347001"
36540591011,"M/S.Gardian Pharmalcy,","Main Market,Gulberg-II,Lahore.",GULBERG TOWN,"31.5224314,74.3446565"
3664051011,"M/S.United Medical Supplies,","Sanam Arcade,Gulberg-III,Lahore.",GULBERG TOWN,"31.5036659,74.3510361"
367105911,"M/S.Bhaya Pharmacy and General Store,","Main Bazar,Makkah Colony,Gulberg-III,Lahore.",GULBERG TOWN,"31.498571566097116,74.35682449086325"
368106911,"M/S.Jammun Medical and General Store,","Main Bazar,Liaqatabad,Kot Lakhpat,Lahore.",GULBERG TOWN,"31.46919512335426,74.33212994191"
3707061011,"M/s, Gentics Pharmaceutical (Pvt)Ltd,","63-Aibak Block New Garden Town, Lahore.",GULBERG TOWN,"31.498641815038297,74.31864556550913"
376506911,"M/S.Cheema Medical Hall,","Main Bazar,Liaqatabad,Kot Lakhpat,Lahore.",GULBERG TOWN,"31.4695369,74.3321821"
380606911,"M/s, Fazalia Medical Store",", F.C, College Colony Ferozepur Road, Lahore.",GULBERG TOWN,"31.516521420709335,74.3384743029679"
380806911,"M/s, Med Plus, Pharmacy,","inside Hameed Latif Hospital New Garden Town, Lahore.",GULBERG TOWN,"31.5117859,74.328006"
380906911,"M/s, Servaid Pharmacy, (Pvt)Ltd","7-E, Main M arket Gulberg-II, Lahore.",GULBERG TOWN,"31.5224314,74.3446565"
381006911,"M/s, Umer Medicine Company,","Opp; Kodt Lakhpat Railway Station, Lahore.",GULBERG TOWN,"31.460313764076194,74.33632625523441"
3874061011,"M/S Tauheed Medicose,","Akhber Shaheed Road,Kot Lakhpat, Lahore",GULBERG TOWN,"31.46024818191858,74.33426393403718"
391506911,"M/S Gulberg Pharmacy,","Gulberg Hospital 6-A/K, Gulberg Lahore",GULBERG TOWN,"31.5099285,74.3237757"
3925061011,"M/S Ventex Pharmaceutical,","Ground Floor 60-A, Faisal Town, Lahore",GULBERG TOWN,"31.485356161476908,74.30404166687553"
39300691011,M/S K.S Mas Pharmaceutical Distributors,"Basement 515-A, Faisal Town, Lahore",GULBERG TOWN,"31.47711574211761,74.29575183644268"
394106911,"M/S Madni Traders,","216-A, Basati Saiden Shah Lahore",GULBERG TOWN,"31.53992072245851,74.36049754794365"
399206911,"M/S Medi Plus,","Hameed LatifHospital,14 Abu Bakar Block,Garden Town,Lahore.",GULBERG TOWN,"31.511610590209745,74.32875089122571"
4019061011,"M/S Getway Enterprises,","24 Sher Shah Block, New Garden Town, Lahore",GULBERG TOWN,"31.49478828463641,74.31539419596035"
4027061011,"M/S Babar Medicine Company,","Opposite Micro Electronic Peco Road, Kot Lakhpat Lahore.",GULBERG TOWN,"31.458990892738914,74.32798227413755"
407806911,"M/S jawa Medical and General Store,","34 Q , N Block Model Town Lahore",GULBERG TOWN,"31.479342141829463,74.30946295084594"
410006911,M/S Med. Plus,", 33-Abu Bakar Block, New Carden Town, Lahore.",GULBERG TOWN,"31.5117859,74.328006"
412106911,M/S Asif Medical Store,Shop No.2 Main Bazar Liaqat Abad Kot Lakhpat Lahore,GULBERG TOWN,"31.464860373159343,74.33239894631636"
41660691011,M/S Guardian Pharmacy,"Shop No.16, 17 Ground Floor Pace Shoping Mall Link Model Town, Lahore",GULBERG TOWN,"31.467753396011698,74.31691228971383"
4167061011,"M/S Sheeba Corporation Pvt, Ltd",", 110/A-K, Gulberg-III, Lahore",GULBERG TOWN,"31.49954826935718,74.35650797638303"
417006911,M/S Latif Medical Store,", Main Bazar Pindi Rajputan Near Pindi Stop Kot Lakhpat Lahore",GULBERG TOWN,"31.4612351,74.3282782"
4408061011,"M/S Azmat Medical Store,","78-Aurangzab Block,Garden Town, Lahore",GULBERG TOWN,"31.487184843612784,74.30288973866378"
44360791011,"M/S Pharma Trade,","I st Floor,Shop No.11,Imam Din Plaza,12-Deuran Road,Lahore.",GULBERG TOWN,"31.562647073897008,74.34475594639864"
445807911,"M/S Sanwal Stores,",Askari Housing Walton Air Port Gulberg-III Lahore,GULBERG TOWN,"31.499853371297636,74.33747509390325"
447007911,M/S Malik Brothers Medical Store,"Upper Mall Wazir Ali Road Basti Sayden Shah Opposite Saeed General Store, Lahore",GULBERG TOWN,"31.542102295722877,74.35891228246064"
448007911,M/S A.J Surgimed Hospital Pharmacy,1-Zafar Ali Road Lahore,GULBERG TOWN,"31.5379556,74.3512594"
450007911,"M/S M.umar Medical Store ,","Ghous-ul-Azam bazar ,Near Sherpao bridge ,Gulberg -II ,Lahore.",GULBERG TOWN,"31.52644219013454,74.35946429226743"
4506071011,"M/S CSH Pharmaceuticals (pvt) Ltd,","20-E/ ( C ) ,gulberg -III ,Lahore.",GULBERG TOWN,"31.513421861499992,74.34147159790446"
454507911,"M/S Malik Medical and Gerneral Store,",S-Block Model Town Lahore.,GULBERG TOWN,"31.470297041133318,74.33203759986384"
459807911,"M/S Govt. Model Pharmacy,","inside Cheldren Hospital, Ferozpure Road, Lahore.",GULBERG TOWN,"31.4804023,74.3396525"
459907911,"M/S Medline Pharmacy ,","10-G Block Market ,Model Town Lahore",GULBERG TOWN,"31.476166841765586,74.324557678341"
466407911,M/S Ibn-e-Sina Medical Store,",27-e,Labnet Market Gulbarg -III Lahore",GULBERG TOWN,"31.5105597,74.3440229"
4700071011,M/S Health Mart,",29Show Arcad Bas Bartat New Garden Town Lahore",GULBERG TOWN,"31.5012362,74.3232889"
47290791011,"M/S Zellers, 103-",Ist Floor Regency Plaza Mini Market Gulbarg-III Lahore,GULBERG TOWN,"31.5219568,74.3516757"
475607911,"M/S k.M Chamist Druggtist ,","10-E Main Market Gulberg ,Lahore",GULBERG TOWN,"31.522431,74.344656"
47590791011,M/S S.A Pharma,"main Bazar Near Imam bargha Gopol Nagar Gopal Nagar, Gulberg-III, Lahore",GULBERG TOWN,"31.487823189431637,74.34397864047294"
476507911,"M/S Pharmacy and General Store,","Main Bazar bahar Colony, Kot Lakhpat Lahore",GULBERG TOWN,"31.471809210950834,74.34143247191054"
48R07,"M/S Siddiqui pharmacy,",53 Gurumangat road gulberg II lahore,GULBERG TOWN,"31.4999836273479,74.35636066771129"
91R07,"M/S Irfan pharmacy,",238/D macca calony lahore,GULBERG TOWN,"31.4977753,74.3584288"
177R07,M/S Al-Mateen pharmacy,"katchi Abadi Juniour model school,Daras Baray mian Mughalpura lahore",GULBERG TOWN,"31.57155376172682,74.37548593108464"
11A08GT9,"M/s Fakhar sons pharma + pharmacy,",nicholson road lahore,GULBERG TOWN,"31.57310688857194,74.33709140247537"
14B08GT10,"M/S A-one Medical store,",611 Kotha pind main faisal town lhr,GULBERG TOWN,"31.47891647183112,74.3082157233937"
16B08GT10,M/S Usama medical and gen.store,"shop no 14,Janjua market, M block,gulberg III ,Lahore",GULBERG TOWN,"31.496824799499343,74.33597590477412"
30A0910,"M/S Parris Distributors,","5-Old FCC Colony,Ferozepur Road,Lahore.",GULBERG TOWN,"31.515258718980697,74.33122416502214"
35AGT099,"M/s Marush Pvt Ltd,","Koti.No.123,K-block,Ground Floor,Model Town,Lahore",GULBERG TOWN,"31.484659562634448,74.31247411812961"
37AGT0910,"M/S Fair Medicose,","Shop No.4,Ground Floor,28/m Kirn Plaza,M-Block,Model Town,Lahore.",GULBERG TOWN,"31.4824904,74.3105448"
39AGT0910,M/S AHF Care Pharmacy + Mart,",54-Nishtar Park, Mughalpura Road, Ghari Road,Lahore.",GULBERG TOWN,"31.565161612629506,74.35372097210652"
40AGT099,"M/S. Paradise Pharma,","Shop.No.3,Ashfaq Plaza,10-Muhammad Nagar,Lahore.",GULBERG TOWN,"31.565353905625543,74.33861475161133"
41AGT099,"M/S Green Plus Pharmacia,","Shop No.1,Adnan Center,Link Road Model Town Ext. Lahore.",GULBERG TOWN,"31.4656392,74.3153032"
42AGT099,"M/S Unitech International,","41-S,2nd Floor,opp. Pace,Main Boulevard,Gulberg III,Lahore.",GULBERG TOWN,"31.5141862,74.3440488"
44AGT0910,"M/S New Rehan Medical Store,","Pindi Rajputan,Kot Lakhpat, Lahore.",GULBERG TOWN,"31.46037446530425,74.32711344041422"
45AGT099,M/s Medi Rate Pharmaceutical Distributors,",Shop No.12/B,Saman Arcade,Firdous Market,Gulberg,Lahore.",GULBERG TOWN,"31.5025388,74.3532896"
48AGT099,"M/S Doctors Pharmacia,","30/B Link Road Model Town,Lahore.",GULBERG TOWN,"31.4706043,74.3172012"
56AGT099,"M/s Right Aid Pharmacy ,","Shop No.7 & 8,A-Block Store Market,Model Town,Lahore.",GULBERG TOWN,"31.481954,74.3307545"
60AGT099,M/S Certo Pharma,",168-Aurang Zaib Block, New Garden Town,Lahore.",GULBERG TOWN,"31.496389877938835,74.31479821574057"
65AGT099,"M/S Ama,s DistributorsNetwork,","21-LGF,Land Mark Plaza,Jail road, Lahore.",GULBERG TOWN,"31.5323129,74.3477868"
67BGT0910,M/S Al-Fateh Med.andGen. Store,",Anan Market Shop No.3, FGA Church Road,Bahar Colony,Kot Lakhpat,Lahore.",GULBERG TOWN,"31.47469543407978,74.34096936613425"
70AGT099,M/S Saira Pharma Care,",1-M Civic Center,Model Town,Lahore.",GULBERG TOWN,"31.48011232728365,74.31204175446913"
78AGT092010,"M/S Fazal Din,s Pharma Plus,","Ali Fazal Din Plaza 7E Main Market, Gulberg,Lahore.",GULBERG TOWN,"31.5233197,74.3483521"
79AGT092010,"M/S Fazal Din,s Pharma Plus,","Shop No.1,Ist Floor Fahad Arcade link Road Model Town,Lahore.",GULBERG TOWN,"31.470599,74.3172043"
80AGT092010,"M/S Fazal Din,s Pharma Plus,","Shop No.1 Ground&Ist Floor Fahad Arcade link Road Model Town,Lahore.",GULBERG TOWN,"31.4685656,74.3165913"
81AGT092010,"M/S Fazal Din,s Pharma Plus",",154/A Ground Floor, Faisal Town,Lahore.",GULBERG TOWN,"31.4832499,74.2981585"
84AGT092010,"M/S Health link Pharma,","Main Pecco Road, Kot Lakhpat,Lahore.",GULBERG TOWN,"31.46080703851468,74.32506262342916"
88AGT092010,"M/S Mediaims Marketing,","315/C FaisalTown,Lahore.",GULBERG TOWN,"31.469233353928026,74.3068861325717"
90AGT092010,"M/Sgreen Plus Pharmacia,","144 Zafar Ali Road,Gulberg,Lahore",GULBERG TOWN,"31.53908093518437,74.35337489243295"
91AGT092010,M/S Clair Pharma Pvt Ltd,",15/B,Ist Floor,Main Market,Gulberg,Lahore",GULBERG TOWN,"31.523434981398456,74.34625214824533"
92AGT092010,M/S Medirx Pharma,",43- Usman Block New Garden Town, Lahore",GULBERG TOWN,"31.500977206956115,74.31812882249102"
95AGT092010,"M/S Akhbar Chowk Pharmacy,","franchie of Clinix PvtLtd,852-D Block,Akhbar Chowk,Faisal Town,Lahore",GULBERG TOWN,"31.50040338910097,74.32254420481567"
96AGT092010,"M/S Fazal Pharmacy,","90/C-11,Gulberg, Lahore",GULBERG TOWN,"31.50950517680028,74.34517980616143"
104AGT092010,"M/S Revive Health Care,","Flate No.503,5th Floor Eden Hieghts, 6-Jail Road,Lahore",GULBERG TOWN,"31.5375262,74.3462208"
106AGT092010,M/S Nev Excel Distributor,"110-Butt Lane, Allama Iqbal Road, Ghari Shahu,Lahore",GULBERG TOWN,"31.5576814,74.3497069"
107AGT092010,"M/s PNP The Pharmacy,","156-A HBFC Colony opp Jinnah Hospital,Faisal Town lahore",GULBERG TOWN,"31.4831101,74.2983231"
11420062021,"M/S Saidliah Al-Sheikh Traders,","Office No.2,MK Arcade,32-Davis Road near Muslim Leage House(Q) Lahore",GULBERG TOWN,"31.55548290432955,74.34118515685746"
112AGT92010,M/S Mehmood Pharmacy,",65-Allama Iqbal Road, Lahore",GULBERG TOWN,"31.560986309919628,74.34815426057405"
114AGT92010,M/S S.JandU.Enterprises(Pharmaceutical Distributor),"150-A Faisal Town, HBFC,Lahore.",GULBERG TOWN,"31.482350567079475,74.296515257748"
115BGT102010,"M/S Faisal Medical Store,","23-A,Faisal Town, Lahore",GULBERG TOWN,"31.4859809,74.3052326"
126AGT92010,"M/S Ittefaq Brothers,","72 MZ Floor,Central Plaza, Civic Center, New Garden Town, Lahore",GULBERG TOWN,"31.500999,74.3222818"
129AGT92010,"Masood Medicaland General Store,",43-B Faisal Town Lahore,GULBERG TOWN,"31.4745345,74.3062412"
130AGT92010,"Nur Enterprises,","119-E/1 Hali Road, Gulberg, Lahore",GULBERG TOWN,"31.5146588,74.3409997"
131AGT92010,"M/S Khalid Pharmacy,","s90-A, C-ll, Liberty Market, Gulberg Lahore",GULBERG TOWN,"31.495853185739527,74.357326835903"
133AGT92010,M/S Next Pharmaceutical Products (Pvt) Ltd,"H. No.2/4-D,Jus. S.I. Road, Aziz Avenue Canal Bank Lah.",GULBERG TOWN,"31.5375076,74.345065"
135AGT92010,"M/S Dora Enterprises,","54-B Basement, Model Town, Lahore",GULBERG TOWN,"31.491221389462027,74.3329205481074"
136AGT92010,"M/s Maark Pharmaceuticals,","56-A/2, Gulberg Lahore",GULBERG TOWN,"31.5110896,74.3512035"
140AGT92010,"M/S Servaid Pharmacy (Pvt) Ltd,","House No. 5, Khadim Park, near Ittefaq Hospital, Model Town, Lahore.",GULBERG TOWN,"31.474962140754286,74.33683547121413"
142AGT92010,"M/S Msood Hospital Pharmacy,","99-Gardan Block, Garden Town Lahore",GULBERG TOWN,"31.5083247,74.3301228"
143BGT92010,"M/S Zohaib Medical Store,","2/A Aibac Block, insiude Rasheed Hospital, Garden Town, Lahore",GULBERG TOWN,"31.4996187,74.318451"
144AGT92010,"M/S Ghousia Enterprises,","Suit No. 2/B, 3rd Floor, City Tower, Gulberg Lahore",GULBERG TOWN,"31.5233475,74.3483581"
146AGT92010,"M/S A<raf Pharmaceuticals,","173-P, Gulberg Lahore.",GULBERG TOWN,"31.485325550579667,74.34238124908022"
149AGT92010,"M/S Servaid Pharmacy,","6- Bank Square Market, Model Town, Lahore",GULBERG TOWN,"31.488522450350953,74.32544104763262"
150BGT92010,"Aziz Medical Store,","near Ittefaq Hospital, Model Town, Lahore",GULBERG TOWN,"31.476157478695832,74.33813014728815"
152BGT92010,M/S Asif Medical Store,", Near Baba Qutab Shah Darbar, Firdous Market, Gulberg Lahore",GULBERG TOWN,"31.503667400125522,74.34836537981806"
153AGT92010,"M/S Servaid Pharmacy (Pvt0 Ltd,","Inside Ittefaq Hospital, Madel Town, Lahore.",GULBERG TOWN,"31.47566362970946,74.33793411483441"
154AGT92010,"Neuvic Pharma,(Pvt) Ltd,",146-M Gulberg Town Lahore,GULBERG TOWN,"31.539937630664216,74.36065552948162"
160AGT92010,M/S Becton Dickinson Pak (Pvt) Ltd,", 19/d-! Gulberg Lahore",GULBERG TOWN,"31.512649401093114,74.3442529514705"
162AGT92010,"M/S Ess andEss Enterprises,","3/A-B, Aziz Avenue Society, zafar Ali Road, Gulberg Lahore",GULBERG TOWN,"31.538854610881476,74.3474212009687"
163AGT92010,"M/S Freed Traders,","Shop No. 3, Elahi Market, Rohi Nala, Kosar Colony, Near Q-Block, Model Town Liaqatabad, Lahore",GULBERG TOWN,"31.468198234353487,74.32596292504901"
165AGT92010,"M/S Zaka Pharmacy,","21/C-!, M M Alam Road, Gulberg Lahore",GULBERG TOWN,"31.5155675,74.3509469"
166AGT92010,M/S Rehman Pharmacy,", 201-ER Model Town Ext, Lahore",GULBERG TOWN,"31.47429659356547,74.33379191641245"
167AGT92010,"M/S SK Corporation,","RB-!, 2nd Floor, Awami Complex, Garden Town, Lahore",GULBERG TOWN,"31.50129641403563,74.31881743284958"
168AGT92010,M/S Surgi Vision,"Ground Floor 7/A Block, Model town, lahore",GULBERG TOWN,"31.481854928564907,74.33469337556872"
170AGT92010,"M/S Zahid Medical Store,","opp. 104-J Gulberg, near Firdous Market, Lahore.",GULBERG TOWN,"31.501372766472077,74.34741480912804"
175AGT92010,"M/S Green Plus Pharmacia,","Opp. Jinnah Hospital, Lahore",GULBERG TOWN,"31.4832503,74.2981611"
176AGT92010,"M/S Shifa Pharmacy,",1-B Model Town Lahore,GULBERG TOWN,"31.4893469,74.3277553"
177AGT92010,"M/S V-Can,","Shop No. 1000, Bank Square Market Model town laHORE",GULBERG TOWN,"31.48944025557409,74.327016806077"
178AGT92010,"M/S Parazelsus,","Room no.603,6th floor,Al.Qadir Hieghts, babar block, garden Town, Lahore",GULBERG TOWN,"31.50230958700889,74.32669191260496"
179AGT92010,M/S Marush International,"123-K, Model Town Lahore",GULBERG TOWN,"31.48932384177168,74.31045709044625"
181BGT92010,"M/S Saud Medical Store,",22/G Model Town lahore,GULBERG TOWN,"31.477087539039864,74.32540740730305"
183AGT92010,"M/S Sun Stare Pharmacy,","Johar Market, Faisal town Lahore",GULBERG TOWN,"31.4754718,74.3053992"
189AGT92010,"M/S Twins Link Pharmacy,","( Franchisee of Clinix Pvt Ltd] CIA Pindi Stop, Lahore",GULBERG TOWN,"31.464695,74.3180335"
